serial	QnrVersion	RespSx2cat	RespAgeE	MarStat6	REconFW01	REconFW02	REconFW03	REconFW04	REconFW05	REconFW06	REconFW07	REconFW08	REconFW09	REconFW10	REconFW11	EMPSTAT	Employ	Superv	EmpOCC	TenureE	SupParty	ClosePty	PARTYFW	Idstrng	RemLea	RemLeaCl	RemLeaSt	Politics	ConLabDf	VoteDuty	SocTrust	EngParl	ScotPar2	ECPolicy2	Spend1	Spend2	SocBen1	SOCBEN2	DOLE	TAXSPEND	WkMent	WkPhys	HProbRsp	PhsRetn	PhsRecov	MntRetn	MntRecov	HCWork21	HCWork22	HCWork23	HCWork24	HCWork25	HCWork26	HCWork28	HCWork29	HCWork213	HCWork214	HCWork215	HCWork27	CMtUnmar1	CMtUnmar2	CMtUnmar3	CMtUnmar4	CMtUnmar5	CMtUnmar6	CMtUnmar7	CMtUnmar8	CMtUnmar9	CMtUnmar10	CMtmar1	CMtmar2	CMtmar3	CMtmar4	CMtmar5	CMtmar6	CMtmar7	CMtmar8	CMtmar9	CMtmar10	ChCoSupp	ChMIncM	ChMIncF	ChMCont	RBGaran2	RBGGov	DigPCUn	DigPCctl	DigPCcon	DigPCrsk	DigGVun	DigGVctl	DigGVcon	DigGVrsk	DigPro	NHSSat	WkHmNow	WkHmJan	CovWkc	CovNoWkc	CovWkr1	CovWkr2	CovWkr3	CovWkr4	CovWkr5	CovWkr6	CovWk1	CovWk2	CovWk3	GovtWork	GovTrust	CLRTRUST	MPsTrust	LoseTch	VoteIntr	PtyNMat2	PolPart01	PolPart02	PolPart03	PolPart04	PolPart05	PolPart06	PolPart07	PolPart08	PolPart09	PolPart10	PolPart11	REFHANG	RefSyst	UnempJob	SocHelp	DoleFidl	WelfFeet	welfhelp	morewelf	damlives	proudwlf	Redistrb	BigBusnN	Wealth	RichLaw	Indust4	TradVals	StifSent	DeathApp	Obey	WrongLaw	Censor	NatIdGB	ChAttend	DisNew2	DisAct	HEdQual2	HhldEdu	EURefV2	EUVOTWHO	EURefb	Voted	Vote	Anybn3	HHincome	Maininc5	REarn	HIncDif4	RetExp	RetExpb	FutrWrk	PenKnow2	PenExp2	PenComp	PenIntr	INFORET3	WkPKnw	WKPSav	WkPSpn	WPSvUs	WPSvWw	WPSvEas	PrPKnw	PrPSav	PrPSpn	PrPSvUs	PrPSvWW	PrPSvEas	NCOutcome	Ragecat	Ragecat20	DisActDV	leftrigh	libauth	welfare2	libauth2	leftrig2	welfgrp	REconAct20	REconSum20	RaceOri4	LegMarStE	HhlAdGpd	HhlChlGpd	BestNatU2	RetirAg3	ReligSum20	RlFamSum20	EmplStatDV	RClassGP	serialh	GOR	gor2	BSA20_wt_new
3242120701	4	2	59	3	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	3	2	1	-1	1	2	-1	-1	-1	2	-1	-1	2	1	5	-1	-1	-1	2	1	2	3	1	1	2	1	1	2	4	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	1	2	3	2	2	2	3	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	4	1	1	2	-1	2	2	1	-1	0	0	0	1	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	3	1	3	3	1	4	5	5	4	3	1	2	2	1	1	3	3	5	1	2	4	1	-1	-1	-1	1	1	2	4	1	3	3	-1	-1	-1	1	150	2	2	6	-1	-1	-1	-1	-1	-1	2	1	5	1	1	2	1	5	5	2	4.2	4.33333333333333	3.125	3	3	2	3	2	3	4	1	0	1	-1	3	3	3	3	324212070	11	12	.658696541591769
3242120741	4	1	40	4	0	0	1	0	0	0	0	0	0	0	0	1	3	2	1	4	1	-1	2	2	-1	-1	-1	2	-1	-1	1	3	2	-1	-1	-1	2	5	1	3	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	1	2	1	1	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	2	3	-1	2	2	2	2	-1	-1	-1	-1	2	-1	2	3	1	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	5	5	5	4	2	1	1	1	1	1	1	2	4	4	5	4	4	4	1	-1	1	2	1	-1	-1	-1	-1	1	2	2	2	1	2	3	3	68	1	2	150	2	4	1	3	1	4	1	1	2	-1	-1	-1	-1	-1	-1	1	3	3	2	1.2	1.83333333333333	1.375	1	1	1	3	2	3	3	1	0	6	-1	4	5	7	1	324212074	11	12	.529510796309232
3242120891	4	1	36	1	0	0	1	0	0	0	0	0	0	0	0	1	2	2	7	2	2	1	4	3	-1	-1	-1	2	-1	-1	1	3	2	-1	-1	-1	2	4	1	3	2	2	2	1	3	1	3	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	3	-1	2	3	2	1	-1	-1	-1	-1	2	-1	1	2	-1	1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	2	2	2	2	2	3	4	4	3	3	4	3	3	5	2	-1	2	-1	1	-1	-1	-1	-1	1	4	2	4	1	3	2	3	998	2	4	100	2	2	1	3	2	4	1	1	1	-1	-1	-1	-1	-1	-1	1	3	3	3	3	2.5	2	1	2	1	3	2	3	1	2	2	6	-1	5	2	7	1	324212089	11	12	.528970080035828
3242120941	4	1	64	1	0	0	0	0	0	0	0	0	1	0	0	8	-1	-1	-1	1	2	1	1	3	-1	-1	-1	4	-1	-1	2	1	5	-1	-1	-1	1	3	1	2	1	1	1	3	3	3	3	0	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	2	2	2	1	1	2	2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	1	4	1	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	3	3	3	3	5	2	4	5	2	2	1	1	1	1	1	1	3	3	3	-1	1	2	3	2	-1	-1	-1	1	1	2	1	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	5	2	2.2	4.33333333333333	3	3	1	2	9	6	3	1	2	0	1	55	5	3	8	6	324212094	11	12	.912070395270483
3242120942	4	2	67	1	0	0	0	0	0	0	0	0	1	0	0	1	3	2	5	1	2	2	10	-1	-1	-1	-1	4	-1	-1	2	1	5	-1	-1	-1	1	4	2	2	2	2	3	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	1	2	2	2	1	1	2	2	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	3	4	1	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	2	2	5	4	4	3	2	4	1	1	2	2	1	3	4	4	3	-1	2	-1	6	2	-1	-1	-1	1	1	2	1	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	2.2	3.33333333333333	3.875	2	1	3	9	6	3	1	2	0	1	57	5	3	7	5	324212094	11	12	1.42869488914005
3242120961	4	1	48	1	0	0	1	0	0	0	0	0	0	0	0	1	1	2	2	2	2	1	3	3	-1	-1	-1	2	-1	-1	2	1	3	-1	-1	-1	1	3	2	1	2	2	3	1	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	4	-1	3	4	1	2	-1	-1	-1	-1	2	-1	2	3	1	-1	0	0	0	0	1	0	3	2	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	1	1	2	5	4	5	5	2	2	2	2	2	2	2	1	4	3	2	1	2	-1	1	-1	-1	-1	-1	1	3	2	4	1	1	3	3	62	2	3	150	1	2	1	3	4	2	4	3	3	-1	-1	-1	-1	-1	-1	1	4	4	3	2.6	3.66666666666667	4.5	3	2	3	3	2	3	1	2	1	3	-1	3	3	7	2	324212096	11	12	.902317464618481
3242120962	4	2	44	1	0	0	0	1	0	0	0	0	0	0	0	1	2	1	8	2	2	2	3	3	-1	-1	-1	3	-1	-1	2	1	5	-1	-1	-1	1	3	2	2	1	1	2	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	1	1	1	2	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	3	3	1	2	2	-1	3	3	1	-1	1	0	0	0	0	0	2	4	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	3	1	1	1	5	4	5	5	2	2	5	3	5	2	1	2	3	4	6	1	2	-1	1	-1	-1	-1	-1	1	3	2	4	1	4	3	3	65	2	2	150	1	1	2	2	2	5	1	1	1	-1	-1	-1	-1	-1	-1	1	3	3	3	3.4	3.16666666666667	4.625	2	2	3	4	3	3	1	2	1	3	-1	2	3	6	1	324212096	11	12	1.16772507200485
3242121021	4	1	66	1	0	0	0	0	0	0	0	0	1	0	0	1	2	1	2	1	2	2	10	-1	-1	-1	-1	3	-1	-1	2	3	3	-1	-1	-1	1	5	8	3	1	2	1	3	4	2	3	0	0	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	1	1	1	2	3	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	4	1	2	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	4	4	2	2	2	3	2	3	2	4	2	2	5	2	4	3	5	-1	2	-1	4	1	-1	-1	-1	1	98	1	8	4	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	2.8	3	2.125	2	2	1	9	6	3	1	2	0	1	58	5	3	6	1	324212102	11	12	.743013724609041
3242121201	4	1	46	5	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	2	2	2	4	9	-1	-1	-1	1	-1	-1	2	1	3	-1	-1	-1	2	4	1	3	2	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	2	1	1	1	1	1	3	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	3	2	2	2	-1	1	3	-1	3	0	0	0	0	1	0	4	5	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	4	2	1	3	2	2	2	2	4	3	2	2	3	3	2	2	4	1	2	2	2	-1	-1	-1	1	1	1	2	1	3	3	4	73	2	4	120	1	1	2	3	4	4	1	1	1	-1	-1	-1	-1	-1	-1	1	4	4	2	2.4	3.5	2	2	1	1	3	2	3	4	2	1	6	-1	3	3	6	1	324212120	11	12	.677082407169069
3242121391	4	2	42	1	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	7	2	2	2	3	3	-1	-1	-1	4	-1	-1	1	3	4	-1	-1	-1	2	1	2	1	1	1	3	1	2	1	2	1	1	0	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	1	1	3	1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	3	3	1	2	2	-1	2	2	3	-1	0	0	0	1	0	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	1	2	4	4	2	2	1	2	2	2	5	3	5	2	5	4	5	1	2	-1	1	-1	-1	-1	-1	1	3	1	2	1	2	4	-1	-1	-1	3	30	1	1	1	-1	-1	-1	-1	-1	-1	4	1	2	5	1	4	1	3	3	3	1.8	2	3.625	1	1	3	3	2	3	1	2	2	1	-1	3	3	3	3	324212139	11	12	.711103903070383
3242121392	4	1	41	1	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	1	1	2	2	3	3	-1	-1	-1	3	-1	-1	2	1	3	-1	-1	-1	2	1	1	2	2	2	1	2	2	1	2	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	2	-1	3	2	2	2	-1	-1	-1	-1	2	-1	1	1	-1	2	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	4	3	3	2	3	3	3	4	3	4	4	2	5	2	3	4	3	1	2	-1	1	-1	-1	-1	-1	1	3	1	2	1	1	2	-1	-1	-1	3	170	3	3	1	-1	-1	-1	-1	-1	-1	3	2	3	3	2	3	1	3	3	3	3.4	2.66666666666667	2.5	2	2	1	3	2	3	1	2	2	1	-1	3	3	3	1	324212139	11	12	.364931235219633
3242121441	4	2	47	3	0	0	1	0	0	0	0	0	0	0	0	3	-1	-1	6	2	2	1	2	3	-1	-1	-1	3	-1	-1	2	2	1	-1	-1	-1	1	5	2	2	2	2	2	2	3	2	2	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	3	1	1	1	1	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	2	1	1	3	3	2	1	-1	-1	-1	-1	2	-1	3	3	2	-1	1	0	0	0	0	0	4	3	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	2	3	3	3	2	2	2	2	2	2	3	3	2	2	3	3	2	2	-1	2	-1	4	2	-1	-1	-1	1	1	1	1	1	1	3	-1	-1	-1	2	100	3	3	3	-1	-1	-1	-1	-1	-1	3	3	2	3	2	3	1	4	4	3	2.2	3.5	2.875	2	1	2	3	2	3	6	4	0	6	-1	5	3	3	3	324212144	11	12	2.95329444071532
3242121461	4	2	51	5	0	0	1	0	0	0	0	0	0	0	0	1	3	2	6	2	2	1	1	2	-1	-1	-1	3	-1	-1	1	1	3	-1	-1	-1	2	1	2	2	1	2	3	1	3	1	1	1	1	1	1	1	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	3	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	2	3	1	2	-1	3	3	2	-1	0	0	0	0	0	1	3	3	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	3	1	3	4	4	3	4	3	2	3	2	1	1	5	2	4	1	6	7	2	-1	3	2	-1	-1	-1	1	1	2	3	1	3	3	3	65	2	2	175	2	2	5	3	1	5	1	1	1	-1	-1	-1	-1	-1	-1	1	4	4	3	2.8	3.66666666666667	3.625	3	2	3	3	2	3	4	1	0	3	-1	3	3	7	5	324212146	11	12	.556355646624868
3242121561	4	2	70	4	0	0	0	0	0	0	0	0	1	0	0	1	1	2	5	4	2	1	2	3	-1	-1	-1	4	-1	-1	1	3	4	-1	-1	-1	2	1	1	3	1	1	1	3	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	3	2	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	1	1	1	4	4	2	2	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	4	4	2	2	1	2	3	2	1	2	2	2	2	2	3	3	3	7	1	1	6	2	-1	-1	-1	1	1	1	1	6	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	1	2	3.66666666666667	2	3	1	1	9	6	3	3	1	0	6	65	3	2	7	5	324212156	11	12	1.05229995474852
3242121571	4	1	26	7	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	4	1	-1	4	1	-1	-1	-1	2	-1	-1	2	2	2	-1	-1	-1	4	5	1	3	2	2	1	3	4	2	3	0	1	0	1	0	0	0	0	0	0	0	0	1	2	2	1	1	1	1	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	5	1	2	3	3	2	2	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	5	5	5	5	2	2	2	3	2	2	2	2	4	2	1	2	3	4	1	-1	1	2	2	1	-1	-1	-1	1	4	1	2	7	-1	2	-1	-1	-1	3	60	2	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	2	2.2	3.33333333333333	1.375	2	1	1	10	7	3	6	2	2	6	-1	5	3	6	1	324212157	11	12	1.01451091178545
3242121581	4	1	62	4	0	0	1	0	0	0	0	0	0	0	0	1	2	2	2	1	2	1	1	3	-1	-1	-1	2	-1	-1	1	8	3	-1	-1	-1	8	-1	1	3	1	2	2	3	5	1	3	0	0	1	1	0	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	3	3	8	1	8	3	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	2	2	3	8	2	-1	3	3	3	-1	0	0	0	1	0	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	5	5	5	5	2	1	2	3	2	3	3	4	3	5	5	3	4	4	3	-1	2	-1	2	2	-1	-1	-1	1	2	1	1	1	2	3	3	66	1	1	147	4	2	6	2	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	5	3	3	2	1.5	1	2	1	3	2	3	3	2	0	1	-1	5	1	7	2	324212158	11	12	.795147363124471
3242121582	4	1	21	7	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	2	2	10	-1	-1	-1	-1	4	-1	-1	2	1	5	-1	-1	-1	4	2	2	2	3	2	1	1	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	2	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	-1	2	2	-1	3	4	3	1	-1	-1	-1	-1	1	-1	4	4	-1	-1	1	0	1	0	0	0	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	4	3	3	3	3	3	3	3	2	2	2	4	3	4	3	4	3	3	7	2	-1	2	2	-1	-1	-1	3	-1	2	1	1	2	3	3	62	1	2	9998	3	3	3	2	3	3	3	3	2	-1	-1	-1	-1	-1	-1	1	1	1	3	2.4	2.5	2.75	1	1	2	3	2	3	6	2	0	1	-1	3	3	6	1	324212158	11	12	1.16562352992867
3242121621	4	2	53	1	0	0	1	0	0	0	0	0	0	0	0	1	3	2	4	2	2	1	4	2	-1	-1	-1	2	-1	-1	2	3	2	-1	-1	-1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	3	1	1	1	1	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	1	-1	1	1	2	2	3	2	2	-1	-1	-1	-1	2	-1	3	2	2	-1	0	0	0	0	0	1	4	4	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	4	3	3	3	2	2	3	2	2	1	2	2	2	2	2	2	3	3	-1	2	-1	3	2	-1	-1	-1	1	4	2	4	1	4	3	3	67	2	3	170	3	2	1	2	1	3	1	1	2	-1	-1	-1	-1	-1	-1	1	4	4	3	2	3.83333333333333	2.625	3	1	2	3	2	3	1	2	0	6	-1	5	5	7	4	324212162	11	12	1.09358607321553
3242121622	4	1	51	1	0	0	1	0	0	0	0	0	0	0	0	1	3	1	1	1	2	1	4	3	-1	-1	-1	4	-1	-1	1	1	3	-1	-1	-1	2	5	2	2	1	2	1	1	3	1	3	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	4	-1	1	2	-1	2	2	2	2	-1	-1	-1	-1	2	-1	2	2	2	-1	0	0	0	0	0	1	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	2	2	2	4	4	3	4	4	4	2	4	4	4	3	4	4	4	3	5	-1	2	-1	2	2	-1	-1	-1	1	4	2	4	1	4	3	3	65	2	4	100	2	3	5	3	2	2	2	2	2	-1	-1	-1	-1	-1	-1	1	4	4	3	3.6	2.33333333333333	3.75	1	3	3	3	2	3	1	2	0	1	-1	5	1	6	1	324212162	11	12	.714119619352325
3242121731	4	1	63	1	0	0	0	0	0	0	0	0	1	0	0	1	2	2	8	1	1	-1	4	2	-1	-1	-1	3	-1	-1	2	3	2	-1	-1	-1	3	2	1	3	2	2	2	1	3	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	3	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	4	4	3	2	2	1	2	2	3	2	2	3	3	5	2	2	3	1	7	2	-1	1	-1	-1	-1	-1	1	4	2	4	2	-1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	6	5	3	2.2	3	2.375	2	1	1	9	6	3	1	2	0	6	58	2	2	7	1	324212173	11	12	.273900694073983
3242121741	4	1	68	6	0	0	0	0	0	0	0	0	1	0	0	1	2	2	2	1	1	-1	1	2	-1	-1	-1	2	-1	-1	1	1	3	-1	-1	-1	1	4	1	3	1	2	2	1	2	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	1	1	1	3	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	4	4	2	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	4	4	4	3	3	2	2	3	3	3	3	4	2	2	2	2	4	3	4	4	2	-1	4	2	-1	-1	-1	1	1	1	1	4	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	7	6	3	3.2	3.5	2.25	2	2	1	9	6	3	5	1	0	1	62	2	2	7	2	324212174	11	12	.554956219072075
3242121751	4	1	52	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	8	1	2	1	4	3	-1	-1	-1	3	-1	-1	1	2	2	-1	-1	-1	4	1	8	8	1	2	2	1	2	1	3	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	3	1	1	8	1	3	1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	3	3	3	1	2	-1	2	3	3	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	4	2	4	3	2	-1	2	-1	1	-1	-1	-1	-1	1	4	2	4	1	4	1	3	60	8	1	120	3	3	1	2	2	4	1	2	1	-1	-1	-1	-1	-1	-1	1	4	4	3	3.2	2.83333333333333	3	2	2	2	3	2	3	1	2	0	6	-1	5	3	6	1	324212175	11	12	.519074994916759
3242121891	4	1	44	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	8	1	2	1	3	3	-1	-1	-1	1	-1	-1	1	2	2	-1	-1	-1	1	4	8	2	1	2	3	2	3	1	2	1	1	1	1	1	1	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	2	2	1	1	2	2	2	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	2	3	3	1	2	-1	1	2	-1	2	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	3	3	3	3	4	4	2	4	3	4	4	4	4	3	5	4	4	3	3	-1	2	-1	1	-1	-1	-1	-1	1	4	1	4	1	3	2	3	67	1	2	100	4	3	1	2	4	2	2	4	1	-1	-1	-1	-1	-1	-1	1	3	3	3	3.8	2.16666666666667	3.125	1	3	2	3	2	3	1	2	2	6	-1	5	3	6	1	324212189	11	12	.42360515123838
3242121892	4	2	47	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	2	2	4	3	-1	-1	-1	3	-1	-1	1	3	2	-1	-1	-1	2	4	2	3	1	1	3	2	4	2	4	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	1	1	1	2	2	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	1	-1	1	1	1	3	4	2	1	-1	-1	-1	-1	2	-1	2	3	2	-1	0	0	0	0	1	0	5	5	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	3	3	2	3	2	3	2	5	5	5	5	5	4	2	2	2	4	4	3	7	2	-1	1	-1	-1	-1	-1	1	4	2	9	1	9	2	3	67	1	1	125	2	1	9	2	1	5	1	1	1	-1	-1	-1	-1	-1	-1	1	4	4	3	5	3	3	2	3	2	3	2	3	1	2	2	6	-1	3	3	6	1	324212189	11	12	.644366085872038
